,LotArea,OverallQual,OverallCond,YearBuilt,MasVnrArea,TotalBsmtSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageArea,WoodDeckSF,OpenPorchSF,MoSold,YrSold,HS__1.5Unf,HS__1Story,HS__2.5Fin,HS__2.5Unf,HS__2Story,HS__SFoyer,HS__SLvl,EQ__Fa,EQ__Gd,EQ__TA,HQC__Fa,HQC__Gd,HQC__Po,HQC__TA,KQ__Fa,KQ__Gd,KQ__TA
535,7000,5,7,1910,0.0,1117,1347,1,0,3,5,0,0,85,0,1,2008,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
536,8924,7,5,1998,0.0,880,1724,2,1,3,8,0,527,120,155,7,2008,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
537,12735,4,5,1972,0.0,864,864,1,0,3,5,0,576,216,0,4,2008,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
538,11553,5,5,1968,188.0,1051,1159,1,1,3,7,1,336,466,0,7,2006,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
539,11423,8,5,2001,479.0,1581,1601,2,0,3,6,1,670,180,0,5,2010,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
540,14601,9,5,2006,584.0,1838,1838,2,0,2,8,1,765,270,68,3,2009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,11000,8,5,2000,72.0,969,2285,2,1,4,8,1,648,0,56,6,2007,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
542,10140,7,5,1998,0.0,1650,1680,2,0,3,7,1,583,78,73,6,2009,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
543,4058,7,5,1998,182.0,723,767,1,0,1,4,0,367,120,40,6,2007,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
544,17104,7,5,2006,0.0,654,1496,2,1,3,7,1,426,100,24,9,2006,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
545,13837,7,5,1988,178.0,1204,2183,2,1,4,9,0,786,0,0,2,2006,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
546,8737,6,7,1923,0.0,1065,1635,1,1,3,6,1,440,0,38,5,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
547,7244,5,7,1970,0.0,768,768,1,0,2,5,0,624,104,0,4,2007,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
548,8235,5,7,1955,0.0,825,825,1,0,2,4,0,720,140,50,6,2008,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
549,9375,7,5,2003,0.0,912,2094,2,1,4,8,1,615,182,182,11,2009,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
550,4043,6,6,1977,0.0,1069,1069,2,0,2,4,0,440,0,55,10,2008,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
551,6000,5,6,1957,0.0,928,928,1,0,3,5,0,288,0,0,6,2008,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
552,11146,8,5,2006,250.0,1709,1717,2,0,3,7,1,908,169,39,7,2009,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
553,8777,4,5,1949,0.0,0,1126,2,0,2,5,0,520,0,96,5,2009,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
554,10625,7,5,2003,292.0,998,2046,2,1,3,8,1,871,320,62,8,2008,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
555,6380,5,6,1922,0.0,993,1048,1,0,2,5,1,280,0,0,8,2006,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
556,14850,5,5,1957,0.0,1092,1092,1,0,2,6,1,299,268,0,5,2006,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
557,11040,4,6,1920,0.0,637,1336,1,1,3,7,0,570,0,47,9,2006,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
558,21872,7,5,1996,0.0,729,1446,2,1,3,6,1,406,264,22,8,2008,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
559,3196,7,5,2003,18.0,1374,1557,2,0,2,7,1,420,143,20,10,2006,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
560,11341,5,6,1957,180.0,1392,1392,1,1,3,5,1,528,0,0,5,2010,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
561,10010,5,5,1974,0.0,1389,1389,1,0,2,6,1,418,240,38,4,2006,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
562,13907,5,6,1940,0.0,996,996,1,0,3,6,1,0,144,0,7,2008,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
563,21780,6,7,1918,0.0,1163,1674,2,0,4,8,1,396,72,36,7,2008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
564,13346,7,5,1992,0.0,1095,2295,2,1,4,9,1,590,0,40,7,2006,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
565,6858,6,4,1915,0.0,806,1647,1,1,4,6,0,216,0,66,5,2010,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
566,11198,9,5,2005,245.0,1122,2504,2,1,4,11,1,656,144,39,6,2008,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
567,10171,7,5,2004,168.0,1517,1535,2,0,3,7,0,532,0,0,3,2010,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
568,12327,8,8,1983,0.0,1496,2132,1,1,1,5,1,612,349,40,9,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
569,7032,5,5,1979,0.0,943,943,1,0,2,4,2,600,42,0,12,2006,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
570,13101,5,5,1965,108.0,1728,1728,2,0,6,10,0,576,0,0,11,2008,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
571,7332,6,6,1959,207.0,864,864,1,0,2,4,0,288,168,0,10,2006,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
572,13159,7,5,2009,0.0,846,1692,2,1,3,6,0,650,208,114,7,2009,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
573,9967,7,5,2000,0.0,384,1430,2,1,3,8,1,400,100,0,12,2007,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
574,10500,5,7,1971,82.0,372,1109,1,0,3,5,0,288,35,0,12,2007,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
575,8480,5,5,1947,0.0,832,1216,1,0,2,6,0,336,158,0,10,2008,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
576,6292,7,7,1928,0.0,861,1477,2,0,3,6,1,216,0,50,8,2009,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
577,11777,5,6,1966,97.0,1164,1320,1,0,3,6,2,564,160,68,5,2006,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
578,3604,7,5,2007,0.0,689,1392,2,0,2,5,0,540,0,102,2,2008,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
579,12150,5,5,1954,335.0,1050,1795,2,0,4,7,0,352,0,0,11,2008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
580,14585,6,6,1960,85.0,1144,1429,1,0,3,7,2,572,216,110,6,2007,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
581,12704,8,5,2008,306.0,2042,2042,2,1,3,8,1,1390,0,90,8,2009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,11841,6,5,1990,104.0,816,816,1,0,3,5,0,0,0,32,5,2007,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
583,13500,10,9,1893,0.0,1237,2775,3,1,3,9,1,880,105,502,7,2008,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
584,6120,4,7,1935,0.0,884,1573,1,0,3,6,0,240,0,0,7,2009,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
585,11443,8,5,2005,208.0,1868,2028,2,0,2,7,2,880,326,66,3,2006,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
586,10267,6,7,1918,0.0,816,838,1,0,2,5,0,275,0,0,5,2008,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
587,8740,5,6,1982,0.0,840,860,1,0,2,4,0,528,0,0,7,2009,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
588,25095,5,8,1968,0.0,1437,1473,1,0,1,5,2,452,0,48,6,2009,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
589,9100,5,6,1930,0.0,742,935,1,0,2,4,0,308,0,0,8,2008,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
590,8320,7,5,2004,0.0,770,1582,2,1,3,6,0,520,0,45,9,2008,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
591,13478,10,5,2008,420.0,1722,2296,2,1,3,10,1,842,382,274,6,2009,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
592,6600,5,8,1982,0.0,816,816,1,0,2,4,0,816,0,0,6,2008,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
593,4435,6,5,2003,170.0,848,848,1,0,1,4,0,420,140,0,5,2009,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
594,7990,5,6,1975,0.0,924,924,1,0,3,5,0,280,0,0,4,2008,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
595,11302,8,5,2005,238.0,1814,1826,2,0,3,7,1,758,180,75,8,2006,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
596,3600,6,7,1910,0.0,684,1368,1,0,3,7,0,216,0,158,10,2006,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
597,3922,7,5,2006,72.0,1258,1402,0,2,2,7,1,648,120,16,2,2007,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
598,12984,5,6,1977,459.0,1430,1647,2,0,3,7,1,621,0,0,3,2006,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
599,1950,6,6,1980,0.0,716,1556,2,1,3,6,1,452,161,0,7,2008,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
600,10927,8,5,2005,280.0,1058,1904,2,1,3,8,1,736,179,60,6,2006,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
601,9000,6,6,1937,0.0,780,1375,1,1,3,6,1,544,0,162,12,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
602,10041,8,5,1992,0.0,908,1915,2,1,3,8,1,506,120,150,2,2006,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
603,3182,7,5,2004,0.0,600,1200,2,1,2,4,0,480,0,172,6,2010,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
604,12803,7,5,2002,99.0,1494,1494,2,0,3,6,1,530,192,36,9,2008,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
605,13600,7,6,1965,176.0,768,1986,2,1,3,7,3,486,0,42,10,2009,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
606,12464,5,5,1996,0.0,1040,1040,1,0,3,6,0,576,168,0,11,2009,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
607,7800,5,8,1948,0.0,896,2008,3,0,3,8,0,230,103,0,8,2006,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
608,12168,8,6,1934,0.0,965,3194,2,1,4,10,2,380,0,0,9,2007,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
609,7943,4,5,1961,192.0,1029,1029,1,0,3,5,0,261,64,0,4,2007,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
610,11050,9,5,2000,204.0,1440,2153,2,1,3,8,2,736,253,142,5,2009,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
611,10395,6,6,1978,233.0,1032,1032,2,0,3,6,1,564,0,0,7,2007,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
612,11885,8,5,2001,108.0,1299,1872,2,1,3,7,1,531,160,122,11,2009,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
613,8402,5,5,2007,0.0,1120,1120,1,0,3,6,0,0,0,30,12,2007,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
614,1491,4,6,1972,0.0,630,630,1,0,1,3,0,0,96,24,5,2010,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
615,8800,6,7,1963,156.0,936,1054,1,0,3,6,0,480,120,0,5,2010,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
616,7861,6,5,2002,0.0,783,1509,2,1,3,7,1,393,100,75,6,2006,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
617,7227,6,6,1954,0.0,832,832,1,0,2,4,0,528,0,0,6,2008,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
618,11694,9,5,2007,452.0,1822,1828,2,0,3,9,1,774,0,108,7,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
619,12244,8,5,2003,226.0,1482,2262,2,1,4,10,2,749,168,0,8,2008,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
620,8248,3,3,1914,0.0,864,864,1,0,2,5,0,0,0,0,9,2008,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
621,10800,6,7,1974,0.0,1522,2614,2,1,4,9,1,624,38,243,6,2008,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
622,7064,5,6,1977,153.0,980,980,1,0,3,6,0,484,192,0,7,2009,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
623,2117,6,5,2000,513.0,756,1512,2,1,2,4,1,440,0,32,6,2007,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
624,10400,6,5,1972,288.0,732,1790,1,2,4,8,1,484,148,0,11,2006,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
625,10000,6,6,1962,261.0,1116,1116,1,1,3,5,0,440,0,0,2,2010,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
626,12342,5,5,1960,0.0,978,1422,1,0,3,6,1,286,0,0,8,2007,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
627,9600,6,6,1955,164.0,1156,1520,1,0,3,7,2,364,0,0,3,2010,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
628,11606,5,5,1969,192.0,1040,2080,1,2,5,9,2,504,335,0,9,2007,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
629,9020,6,5,1964,259.0,1248,1350,1,1,3,6,0,520,176,0,6,2008,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
630,9000,5,6,1880,0.0,636,1750,1,0,3,8,0,240,0,0,6,2006,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
631,4590,8,5,2006,108.0,1554,1554,2,0,2,6,1,627,156,73,8,2007,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
632,11900,7,5,1977,209.0,1386,1411,2,0,3,6,1,544,192,0,4,2009,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
633,9250,5,7,1954,0.0,1056,1056,1,0,3,6,0,260,390,0,7,2007,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
634,6979,6,5,1980,0.0,1056,1056,0,0,0,4,0,576,264,56,6,2010,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
635,10896,6,7,1914,0.0,1440,3395,2,0,8,14,0,0,0,110,3,2007,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
636,6120,2,3,1936,0.0,264,800,1,0,1,4,1,0,0,0,1,2009,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
637,6000,5,4,1954,0.0,811,1387,2,0,3,7,0,256,0,0,11,2009,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
638,8777,5,7,1910,0.0,796,796,1,0,2,4,0,0,328,0,5,2008,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
639,3982,8,5,2006,0.0,1520,1567,2,0,1,7,1,648,312,0,10,2006,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
640,12677,8,5,2003,472.0,1518,1518,1,1,1,6,1,588,185,140,4,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,7050,7,5,2001,0.0,1057,1929,2,1,3,7,1,650,0,235,5,2007,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
642,13860,8,7,1972,0.0,1952,2704,2,1,4,9,3,538,269,111,7,2009,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
643,10793,5,5,1969,263.0,780,1620,2,1,4,7,0,462,208,0,4,2007,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
644,9187,9,5,2009,162.0,1766,1766,2,1,2,7,1,478,195,130,10,2009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,10530,6,5,1971,0.0,981,981,1,1,3,5,0,576,0,312,3,2007,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
646,7200,5,5,1950,0.0,0,1048,1,0,3,7,0,420,0,27,7,2008,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
647,10452,6,5,1953,216.0,1094,1094,1,0,3,5,2,495,0,0,6,2008,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
648,7700,6,5,1966,351.0,756,1839,1,1,4,7,1,442,0,124,6,2010,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
649,1936,4,6,1970,0.0,630,630,1,0,1,3,0,0,0,0,12,2007,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
650,8125,7,6,2007,0.0,813,1665,2,1,3,7,0,562,0,0,5,2008,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
651,9084,4,5,1940,0.0,755,1510,1,0,4,7,1,296,120,0,10,2009,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
652,8750,7,5,1996,0.0,880,1716,2,1,2,7,1,512,0,120,7,2009,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
653,10320,6,7,1906,0.0,756,1469,1,0,3,7,0,216,57,0,6,2008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
654,10437,8,6,1995,660.0,2109,2113,2,1,2,7,1,839,236,46,8,2008,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
655,1680,6,5,1971,381.0,525,1092,1,1,3,6,0,264,0,0,3,2010,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
656,10007,5,7,1959,54.0,1053,1053,1,1,3,5,0,312,0,0,8,2008,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
657,7200,7,6,1931,0.0,776,1502,1,1,3,6,1,270,0,0,2,2008,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
658,17503,6,5,1948,0.0,912,1458,1,0,3,6,1,330,192,0,1,2010,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
659,9937,5,7,1964,0.0,1486,1486,1,0,3,7,0,480,0,0,3,2009,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
660,12384,7,7,1976,233.0,793,1935,2,1,3,7,1,550,0,113,11,2007,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
661,46589,8,7,1994,528.0,1629,2448,2,1,4,8,1,711,517,76,7,2009,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
662,13560,6,3,1968,216.0,1392,1392,1,0,2,5,2,576,0,0,7,2009,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
663,10012,4,5,1972,0.0,1138,1181,2,0,3,6,0,588,0,0,4,2008,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
664,20896,8,5,2005,0.0,2077,2097,1,1,1,8,1,1134,192,267,1,2006,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
665,11194,8,5,2000,40.0,1406,1936,2,1,3,7,1,504,188,124,11,2006,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
666,18450,6,5,1965,113.0,1021,2380,2,1,3,7,1,596,0,265,8,2007,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
667,8125,6,5,1994,258.0,1408,1679,2,0,3,7,1,575,224,42,10,2008,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
668,14175,5,6,1956,0.0,1188,1437,1,1,3,6,1,576,304,0,11,2006,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
669,11600,4,5,1922,0.0,700,1180,1,0,2,5,1,252,0,0,7,2006,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
670,8633,6,5,2005,0.0,738,1476,2,1,3,7,0,540,100,35,2,2009,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
671,6629,6,6,1925,0.0,672,1369,2,0,3,6,0,300,147,0,7,2009,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
672,11250,6,6,1977,0.0,1208,1208,1,1,3,6,1,546,198,42,6,2006,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
673,14442,6,7,1957,106.0,1477,1839,2,0,3,7,2,416,0,87,6,2007,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
674,9200,6,6,1965,0.0,1136,1136,1,0,3,5,1,384,426,0,7,2008,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
675,2289,6,6,1978,0.0,855,1441,2,1,3,7,1,440,28,0,4,2009,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
676,9600,4,2,1900,0.0,1095,1774,2,0,4,8,0,779,0,0,5,2006,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
677,9022,5,8,1924,0.0,768,792,1,0,2,5,0,240,316,0,5,2009,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
678,11844,8,5,2008,464.0,2046,2046,2,1,3,7,1,834,322,82,7,2009,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
679,9945,5,5,1961,57.0,988,988,1,0,3,5,0,572,0,0,10,2007,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
680,8012,6,5,1980,0.0,923,923,2,0,2,5,1,264,80,0,5,2010,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
681,4500,5,5,1932,0.0,793,1520,1,0,3,6,0,281,0,0,7,2009,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
682,2887,6,5,1996,0.0,1291,1291,1,0,2,6,1,431,307,0,11,2008,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
683,11248,9,5,2002,215.0,1626,1668,2,0,3,7,1,702,257,45,7,2007,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
684,16770,7,5,1998,30.0,1195,1839,2,1,4,7,0,486,0,81,6,2010,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
685,5062,7,5,1984,0.0,1190,2090,2,0,3,6,1,577,219,0,9,2007,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
686,10207,7,6,2007,0.0,874,1761,3,0,3,7,0,578,144,105,8,2007,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
687,5105,7,5,2004,0.0,551,1102,2,1,2,4,0,480,0,60,3,2007,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
688,8089,8,6,2007,0.0,1419,1419,2,0,2,7,1,567,140,0,10,2007,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
689,7577,6,5,2005,256.0,1362,1362,2,0,2,6,1,460,192,28,6,2007,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
690,4426,6,5,2004,147.0,848,848,1,0,1,3,1,420,149,0,5,2008,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
691,21535,10,6,1994,1170.0,2444,4316,3,1,4,10,2,832,382,50,1,2007,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
692,26178,7,5,1989,293.0,1210,2519,2,1,4,9,2,628,320,27,4,2006,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
693,5400,5,6,1921,0.0,1073,1073,1,0,2,4,0,326,0,0,12,2006,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
694,6120,5,6,1936,0.0,927,1539,1,1,3,5,0,576,112,0,4,2009,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
695,13811,6,6,1987,72.0,1112,1137,2,0,2,5,1,551,125,0,7,2006,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
696,6000,5,7,1921,0.0,616,616,1,0,2,4,0,205,0,0,6,2006,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
697,6420,5,7,1952,0.0,980,1148,1,0,2,6,0,308,0,0,9,2006,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
698,8450,5,8,1965,0.0,894,894,1,0,3,5,1,336,416,144,4,2010,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
699,4282,7,5,2004,0.0,1391,1391,2,0,2,5,0,530,156,158,7,2008,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
700,14331,8,5,2002,630.0,1800,1800,2,0,3,7,1,765,270,78,5,2006,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
701,9600,7,5,1969,168.0,1164,1164,1,1,3,6,0,528,0,0,7,2006,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
702,12438,8,5,2006,466.0,1234,2576,2,1,4,10,1,666,324,100,7,2006,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
703,7630,5,9,1900,0.0,360,1812,2,0,4,8,1,672,344,0,5,2010,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
704,8400,7,5,2004,109.0,1473,1484,2,0,3,7,0,606,0,35,5,2010,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
705,5600,4,5,1930,0.0,0,1092,2,0,3,7,0,0,0,0,7,2010,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
706,115149,7,5,1971,351.0,1643,1824,2,0,2,5,2,739,380,48,6,2007,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
707,6240,8,5,2006,176.0,1324,1324,2,0,2,6,1,550,192,38,12,2009,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
708,9018,7,5,2007,0.0,728,1456,2,1,3,8,1,400,100,24,7,2007,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
709,7162,5,7,1966,41.0,876,904,1,0,3,6,0,408,0,0,12,2008,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
710,4130,3,6,1935,0.0,270,729,1,0,2,5,0,0,0,0,7,2008,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
711,8712,4,7,1900,0.0,859,1178,1,0,2,7,0,384,68,0,1,2010,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
712,4671,8,5,1988,0.0,1228,1228,2,0,2,5,1,472,168,120,10,2008,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
713,9873,4,5,1970,160.0,960,960,1,0,3,6,0,576,0,288,5,2006,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
